Name,Service,Phone number,Address,Website,Menu,Order
Jin Ji Xiang Restaurant, Dine-in · Takeaway,+60 12-919 6565,"236, Jalan Merdeka, Kampung Baru Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
SoondaeyaWebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway · Delivery,+60 3-4821 3996,"17, L2, Jalan Ampang Putra, Taman Putra Sulaiman, 68000 Ampang Jaya, Selangor, Malaysia",https://www.facebook.com/soondaeya/,['https://facebook.com/pg/soondaeya/menu/'],['https://www.foodpanda.my/restaurant/tih6/soondaeya-ampang?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action']
Rumah Thai Restaurant, Dine-in · Takeaway,+60 3-4258 1200,"Taman Dagang, 68000 Ampang Jaya, Selangor, Malaysia",#,[],[]
Restoran Tanjong Raya, Dine-in · Takeaway,+60 13-326 3368,"No. 11-AG, Jalan Wawasan 2/2, Bandar Baru Ampang, Selangor, 68000 Ampang Jaya, Malaysia",#,[],[]
Havoc Bistro Dagang Avenue @ Ampang, Dine-in · Takeaway,+60 16-243 3838,"Jalan Ampang Putra, Taman Nirwana, 55100 Kuala Lumpur, Selangor, Malaysia",#,[],[]
Restoran Pak PunjabiDirections            Saved (0) Saved Save     , Dine-in · Takeaway · Delivery,+60 10-245 2143,"26, Jalan Mamanda 4, Taman Dato Ahmad Razali, 68000 Ampang, Selangor, Malaysia",#,[],[]
Selera DR, Dine-in · Takeaway,+60 12-390 5687,"3, Jalan Selaman 1, Taman Dato Ahmad Razali, 68000 Ampang, Selangor, Malaysia",#,[],[]
Yap Lim Kee Seafood RestaurantDirections            Saved (0) Saved Save     , Dine-in · Takeaway,+60 12-661 2468,"LG - 27, Jalan Mewah 4, Ampang Mewah, 68000 Ampang, Selangor, Malaysia",#,[],[]
Maniam's Corner, Dine-in · Takeaway,+60 10-948 7808,"2, Jalan Kolam Air Lama, Taman Dato Ahmad Razali, 68000 Ampang, Selangor, Malaysia",#,[],[]
Restoran Farzana Roof Top, Dine-in · Takeaway,+60 3-4295 2786,"7, Jalan Awf 1, Ampang Waterfront, 68000 Ampang, Selangor, Malaysia",#,[],[]
Chicken Royale AmpangWebsiteDirections            Saved (0) Saved Save     , Takeaway · No-contact delivery · No dine-in,+60 18-768 2482,"9A, Jalan Wawasan 4/6, Bandar Baru Ampang, 68000 Ampang, Selangor, Malaysia",http://www.chickenroyale.com.my/,['http://www.chickenroyale.com.my/menu'],"['https://chickenroyale.beepit.com/', 'https://www.foodpanda.my/restaurant/iqil/chicken-royale-ampang?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action']"
Koleko Family Cafe, Dine-in · Takeaway,+60 3-4296 9502,"Jalan Ampang, 68000, Malaysia, 68000 Ampang Jaya, Malaysia",#,[],[]
ALANNA'S Kitchen | Pandan Indah FoodWebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway · No-contact delivery,+60 12-551 8227,"8, JALAN PANDAN INDAH 1/23d, PANDAN INDAH AMPANG, 55100 Kuala Lumpur, Malaysia",https://alannaskitchen.com.my/,['https://www.alannaskitchen.com.my/menu/'],"['https://alannaskitchen.dabao.my/', 'https://www.foodpanda.my/restaurant/n4ok/alannas-kitchen?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action']"
AHMAD CHIKEN RICE AMPANGWebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway · Delivery,+60 13-315 6677,"Jalan Jati, Kampung Melayu Ampang, 68000 Ampang, Selangor, Malaysia",https://www.facebook.com/Ahmad-Chiken-Rice-Restaurant-113169560096256/?referrer=whatsapp,[],[]
Ampang Homeland Yong Tau FooWebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway · No-contact delivery,+60 3-4292 4712,"622, Jalan Merdeka, Kampung Baru Ampang, 68000 Ampang, Selangor, Malaysia",https://ampangyongtaufoo.dabao.my/#/,[],['https://ampangyongtaufoo.dabao.my/#/']
Alexis Bistro & Wine Bar @ Great Eastern Mall Ampang, Dine-in · Takeaway · Delivery,+60 3-4260 2288,"Great Eastern Mall, Lot 10, 303, Jalan Ampang, 50450 Kuala Lumpur, Wilayah Persekutuan, Malaysia",https://alexisbistro.cargo.site/,['https://alexisbistro.cargo.site/'],['https://alexisbistro.beepit.com/ordering/?type=delivery']
Bamboo Tree Cafe, Dine-in · Takeaway,+60 12-236 8220,"7, Jalan Merdeka Ria 3, Kampung Baru Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
Restoran Inshah, Dine-in · Takeaway,+60 10-362 7286,"No. 28-G, Jalan Wawasan Ampang 2/3, Bandar Baru Ampang, Selangor, 68000 Ampang Jaya, Malaysia",#,[],[]
Flaming Wheels, Dine-in · Takeaway,+60 18-220 1237,"Jalan Ampang, Kampung Melayu Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
Golden Twilight Sdn. Bhd., Dine-in · Takeaway,+60 3-4257 3615,"30, Jalan Mamanda 7, Ampang Point Ampang, 68000, Ampang, Selangor, Malaysia",Not available,[],[]
Indobowl AmpangWebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway · No-contact delivery,+60 11-2377 0708,"No.49-G, Jalan Sulaiman 3, Taman Ampang Hilir, 68000 Ampang, Selangor, Malaysia",https://www.facebook.com/indobowlampang,[],[]
WARUNG FATIMAHDirections            Saved (0) Saved Save     , Dine-in · Takeaway,+60 18-919 0301,"Flat Taman Dato Ahmad Razali Block C, Taman Dato Ahmad Razali, 68000 Ampang, Selangor, Malaysia",#,[],[]
Ampang Fish Ball Noodle, Dine-in · Takeaway,+60 19-229 6882,"622, Jalan Merdeka, Kampung Baru Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
Lok Mun KopitiamDirections            Saved (0) Saved Save     , Dine-in · Takeaway,+60 12-665 7199,"97, Jalan Besar Ampang, Pekan Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
Food Terrace, Dine-in · Takeaway,+60 3-4251 2252,"Great Eastern Mall, 303, Jalan Ampang, Desa Pahlawan, 50450 Ampang, Wilayah Persekutuan Kuala Lumpur, Malaysia",#,[],[]
Restoran Korea Mu Jin Jang, Dine-in · Takeaway,+60 3-4256 1944,"3, Jalan Ampang Utama 2/2, One Ampang Avenue, 68000 Ampang, Selangor, Malaysia",#,[],[]
Highway Ampang Yong Tau FooWebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway · Delivery,+60 3-4256 5884,"5Q72+CV, Ampang, Kuala Lumpur, 68000 Ampang, Selangor, Malaysia",https://highway-ampang-yong-tau-foo.business.site/?utm_source=gmb&utm_medium=referral,[],[]
Hakka ren, Dine-in · Takeaway,+60 19-344 2133,"154, Jalan Besar Ampang, Pekan Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
鲜记香港火锅 Sin Kee HK Restaurant AmpangWebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway,+60 11-2323 9996,"1-G, Jalan Excella 1, Taman Ampang Hilir, 55100 Kuala Lumpur, Selangor, Malaysia",https://xian-ji-hong-kong-hotpot.business.site/?utm_source=gmb&utm_medium=referral,[],[]
Restoran Santapan Tradisi, Dine-in · Takeaway,+60 12-657 8543,"119, Jalan Wawasan 4/4, Bandar Baru Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
Madam Hometown Wan Tan Mee, Dine-in · Takeaway,+60 16-580 0116,"154, Jalan Besar Ampang, Pekan Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
Orchard View Yong Tau FooWebsiteDirections            Saved (0) Saved Save     , Dine-in · Curbside pickup · No-contact delivery,+60 3-4291 7808,"621, Jalan Merdeka, Kampung Baru Ampang, 68000 Ampang, Selangor, Malaysia",https://orchardview.orderu.com/,['https://orchardview.orderu.com/'],[]
Espresso Hookah CafeDirections            Saved (0) Saved Save     , Dine-in · Takeaway · Delivery,+60 16-947 1646,"B2-2Batu, Jalan Ampang Utama 2/2, Taman Ampang Utama, 68000 Ampang Jaya, Selangor, Malaysia",#,[],['https://www.foodpanda.my/restaurant/p9lz/espresso-hookah-cafe?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action']
Restoran Cozy Corner, Dine-in · Takeaway · Delivery,+60 3-2161 5649,"266;;271, Jalan Ampang, Hampshire Park, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",#,[],[]
Wak Satay Station by SatayJawa, Dine-in · Takeaway,+60 16-601 2962,"63, Jalan Wawasan 4/6, Bandar Baru Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
Restoran Bintang Bistro, Dine-in · Takeaway,+60 11-3341 1448,"No. 8 1/5, Jalan Kosas Utama, Royal Selangor Golf Club, 68000 Ampang Jaya, Selangor, Malaysia",#,[],[]
Restoran R-Manis, Dine-in · Takeaway,+60 12-332 4425,"No. 4G, Jalan 14, Taman Cempaka, Selangor, 68000 Ampang Jaya, Malaysia",#,[],[]
Ampang Tasty ClaypotDirections            Saved (0) Saved Save     , Dine-in · Curbside pickup · Delivery,+60 18-872 0594,"712, Jalan Merdeka, Kampung Baru Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
Restoran Namasthe Indian, Dine-in · Takeaway,+60 13-333 2285,"no 12 batu, 4, Persiaran Ampang, Desa Pahlawan, 55000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",#,[],[]
Secret Recipe Bandar Baru Ampang, Dine-in · Takeaway · No-contact delivery,+60 3-2857 2416,"12, Jalan Wawasan 2/12, Taman Wawasan, 68000 Ampang, Selangor, Malaysia",http://www.secretrecipe.com.my/,[],[]
BIGBOSS BURGER BBA, Dine-in · Takeaway,+60 17-226 5229,"Public bank, Bandar Baru Ampang, 68000 Ampang Jaya, Selangor, Malaysia",#,[],[]
Gulai Omak, Dine-in · Takeaway,+60 11-2661 8759,"28D, Jalan 1, Ampang Jaya, 68000 Ampang, Selangor, Malaysia",#,[],[]
Warung Nasi Budget Ampang PuteriDirections            Saved (0) Saved Save     , Dine-in · Takeaway,+60 17-880 4332,"disudut blok a, Taman Dato Ahmad Razali, 68000 Ampang, Selangor, Malaysia",#,[],[]
Restoran KG Gegar @ Taman Dagang AmpangWebsiteDirections            Saved (0) Saved Save     , Dine-in · Curbside pickup · No-contact delivery,+60 3-2330 1519,"G-6 Dagang Cahaya, Jalan Dagang 5, Taman Dagang, Ampang Jaya, Malaysia",https://www.facebook.com/Kari-Gegar-1674450326156469/,[],['https://www.foodpanda.my/restaurant/o6ow/restoran-kg-gegar?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action']
Pizza Hut Ampang Point, Dine-in · Takeaway · Delivery,+60 1-300-88-2525,"Ampang Point Shopping Centre, 52, Jalan Mamanda 3, Taman Dato Ahmad Razali, 68000 Ampang Jaya, Selangor, Malaysia",http://www.pizzahut.com.my/,[],[]
SALAI dah tak niagaDirections            Saved (0) Saved Save     , Dine-in · Takeaway,+60 11-3240 8555,"No.29 & 30, Jalan Jati, Kampung Melayu Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
Dapur Kita Kaki Panggang, Dine-in · Takeaway,+60 16-774 3830,"No 29 & 30, Jalan Jati, Kampung Melayu Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
Nasi Rizqeen, Dine-in · Takeaway,+60 12-950 7576,"Lot 29 & 30 D Kampung Melayu Food Court, Jalan Jati, Kampung Melayu Ampang, 68000 Ampang Jaya, Selangor, Malaysia",#,[],[]
Kedai Ayamas Bandar Baru Ampang, Dine-in · Takeaway · Delivery,+60 19-350 7906,"No. 6G, Jalan Wawasan Ampang 2/12, Bandar Baru Ampang, 68000 Ampang, Selangor, Malaysia",https://www.kedaiayamas.my/,[],[]
28 FireplaceWebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway · Delivery,+60 10-281 7328,"28, Persiaran Ampang, Desa Pahlawan, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",https://www.facebook.com/28fireplace/?fref=ts,['http://fireplacecoffeeouse.beepit.com/'],['http://fireplacecoffeehouse.beepit.com/']
Law Boon Tiong, Dine-in · Takeaway,+60 3-4280 7531,"25G, Jalan Wawasan Ampang 2/10, Bandar Baru Ampang, 68000 Ampang, Selangor25G, Jalan Wawasan Ampang 2/10, 68000, Bandar Baru Ampang, Ampang, Selangor, Malaysia",#,[],[]
The Garage KLDirections            Saved (0) Saved Save     ,,+60 3-4266 9776,"Lot 841 Jalan Hulu Klang, Jalan Hillview, 68000 Ampang, Selangor, Malaysia",#,['https://www.facebook.com/1452013008462831/posts/2077934275870698?s=1355675162&v=i&sfns=xmo'],[]
Victoria Station Ampang, Dine-in · Takeaway,+60 3-4257 3388,"243, Jln Ampang, Taman U Thant, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",https://www.victoriastation.com.my/,[],[]
FanThai, Dine-in · Takeaway · Delivery,+60 14-734 3887,"Jalan Jati, Kampung Melayu Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
Ampang BOB KOPITIAMDirections            Saved (0) Saved Save     , Dine-in · Takeaway,+60 10-227 9983,"972a, Jalan 16, Kampung Baru Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
Ar-Rayyan Briyani HouseWebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway,+60 13-899 0131,"39G, Jalan Wawasan 2/1, Bandar Baru Ampang, 68000 Ampang, Selangor, Malaysia",https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/pages/category/Restaurant/Ar-Rayyan-Briyani-House-348506672426928/&ved=2ahUKEwi8g6yzh_3hAhV98XMBHWm4Bn0QFjAAegQIBBAB&usg=AOvVaw1My4XJGN72ZNukeuSsmwEJ,[],[]
BBQ Lamb KL Kemensah, Dine-in · Takeaway,+60 12-211 4100,"Jalan Taman Zooview, Kampung Kemensah, 68000 Ampang, Selangor, Malaysia",https://m.facebook.com/Bbqlambklkemensah/,[],[]
KIMGANE DAEGU MAKCHANGDirections            Saved (0) Saved Save     , Dine-in · Takeaway,+60 3-4265 5580,"LOT C8 GROUND FLOOR, One Ampang Avenue, Jalan Ampang Utama 1/1, Taman Ampang Utama, 68000 Ampang, Selangor, Malaysia",#,[],[]
AMPANG CORNER, Dine-in · Takeaway,+60 18-288 3928,"No 1&2 Gerai statik, Jalan Kolam Air Lama, 68000 Ampang Jaya, Selangor, Malaysia",#,[],[]
Restoran Hong Sang, Dine-in · Takeaway · No delivery,+60 12-980 2622,"D22, Gerai Staik, Jalan Bunga Tanjung 10, Taman Muda, 68000 Ampang, Selangor, Malaysia",#,[],[]
Sahara Tent Restaurant (off Jalan Ampang)WebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway · No-contact delivery,+60 3-4257 8310,"Lorong Nibong, Taman U Thant, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",http://www.saharatent.com/,[],[]
JayC TaroIce Handmade Taroballs Dessert - Spectrum AmpangDirections            Saved (0) Saved Save     , Dine-in · Takeaway · Delivery,+60 12-345 6024,"Spectrum Shopping Mall, CW-4 Cafe Walk Ground Floor, 4/2, Bandar Baru Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
Insieme Italian Restaurant & Bar, Dine-in,+60 17-738 0163,"Hock Choon Supermarket, Lot 1F-09, 1st Floor, 241, 1, Jalan Ampang, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",#,[],[]
Xiang Xiang Bak Kut TehDirections            Saved (0) Saved Save     , Dine-in · Drive-through · Delivery,+60 14-323 1268,"712, Jalan Merdeka, Kampung Baru Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
KFC Ampang 2, Dine-in · Takeaway · No-contact delivery,+60 3-4287 4082,"52G, 54G, Jalan Wawasan 2/3, Bandar Baru Ampang, 68000 Kuala Lumpur, Selangor, Malaysia",https://kfc.com.my/,[],['http://kfc.com.my/']
Restoran Ayam Kampung, Dine-in · Takeaway,+60 12-776 2426,"Kampung Melayu Ampang, 68000 Ampang Jaya, Selangor, Malaysia",#,[],[]
Ampang Fishball Restaurant 安邦西刀魚丸粉, Dine-in · Takeaway,+60 12-285 2828,"14G, Jalan Perubatan 2, Pandan Indah, 55100 Kuala Lumpur, Selangor, Malaysia",#,[],[]
Restoran RDDirections            Saved (0) Saved Save     , Dine-in · Takeaway,+60 19-613 4499,"No. 3 & 5, Jalan Pandan Indah 1/23e, Pandan Indah, 55100 Ampang, Selangor, Malaysia",#,[],[]
ALI SUCI ENTERPRISEDirections            Saved (0) Saved Save     , Takeaway,+60 17-731 4404,"LOT 006, Jalan Pasar, Pekan Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
MZ nasi ayam king taman kosas 68000 ampang, Dine-in · Takeaway,+60 19-238 5186,"MZ nasi ayam king taman kosas 68000 ampang jaya selangor Kuala lumpur, 68000 Ampang, Malaysia",#,[],[]
Kedai Makanan Sun SunDirections            Saved (0) Saved Save     , Dine-in · Takeaway · No delivery,+60 3-4297 9178,"103, Jalan Besar Ampang, Pekan Ampang, 68000 Ampang, Selangor, Malaysia",#,[],[]
Dagang Avenue Food Court, Dine-in · Takeaway · Delivery,+60 17-679 4779,"JalanTaman, Jalan Dagang, Taman Nirwana, 68000 Ampang, Selangor, Malaysia",https://www.facebook.com/dagangavenuefoodcourt/,[],[]
Veg Fish Farm Thai RestaurantWebsiteDirections            Saved (0) Saved Save     , Dine-in · Drive-through · No delivery,+60 16-398 6493,"KM4, Jalan Hulu Langat, 68000 Ampang, Selangor, Malaysia",http://www.fishfarmthai.com.my/,[],[]
Green Tomato CafeWebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway · No delivery,+60 12-257 9775,"51 embun kemensah, Jln Tiara Kemensah 3, 68000 Ampang, Selangor, Malaysia",https://green-tomato-cafe.business.site/,['http://greentomatocafe.com.my/menu/'],[]
Ampang Lookout Point,,+60 11-3740 8409,"B62, Jalan Hulu Langat, 43100 Ampang, Selangor, Malaysia",#,[],[]
De Palma Hotel Ampang,,+60 3-4270 7070,"Jalan Selaman 1, 2, Jln Ampang, Palm Square, 68000 Ampang, Selangor, Malaysia",#,[],[]
"Kejap Food, Caltex SetiawangsaWebsiteDirections            Saved (0) Saved Save     ", Dine-in · Drive-through · Delivery,+60 3-4266 9792,"Lot 12914, Jalan 37/56, Setiawangsa, 54200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",http://www.kejapfood.com/,[],[]
Pejabat Pos Ampang Point,,+60 3-4253 2850,"Lot F21A, First Floor Ampang Point Shopping Center, Jln Ampang, 68000 Ampang, Wilayah Persekutuan Kuala Lumpur, Malaysia",https://www.pos.com.my/,[],[]
"Klinik Kita, Ampang Business Avenue",,+60 3-4257 1232,"Unit B 3A/1/1, Jalan Ampang Utama 1/2, One Ampang Business Avenue, Ampang, Ampang, Hulu Langat, 53300, Malaysia",#,[],[]
Hotel Gulshan,,+60 3-4266 0935,"A102, Jalan Selaman 1, 1, Dataran Palma, Ampang, Dataran Palma, 50100 Ampang, Malaysia",http://gulshan-my.book.direct/?utm_source=gmb,[],[]
菜园山水鱼泰国酒家, Dine-in · Takeaway,+60 19-260 6493,"43100 Hulu Langat, Selangor, Malaysia",https://m.facebook.com/pages/%E8%8F%9C%E5%9B%AD%E5%B1%B1%E6%B0%B4%E9%B1%BC%E6%B3%B0%E5%9B%BD%E9%85%92%E5%AE%B6/350442998308805?nr,[],[]
Puteri Ampang Hotel,,+60 11-1637 6749,"66A, Jln Mamanda 9, Ampang Point, 68000 Ampang, Selangor, Malaysia",https://puteriampang.business.site/?utm_source=gmb&utm_medium=referral,[],[]
SAFARI Hotel,,+60 3-4252 4000,"Lot 9, Jalan Mamanda 5, Taman Dato Ahmad Razali, 68000 Ampang, Selangor, Malaysia",http://www.safarihotelkl.com/,[],[]
Zoo Negara MalaysiaWebsiteDirections            Saved (0) Saved Save     ,,+60 3-4108 3422,"Jalan Taman Zooview, Taman Zooview, 68000 Ampang, Selangor, Malaysia",https://www.zoonegaramalaysia.my/,[],[]
Tarbush RestaurantWebsiteDirections            Saved (0) Saved Save     , Dine-in · Takeaway · No delivery,+60 3-2142 8558,"138, Bukit Bintang St, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",https://www.facebook.com/TarbushRestaurantMalaysia/,[],['https://www.foodpanda.my/restaurant/v5mb/go-tarbush?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action']
Nak Won Korean BBQ Restaurant, Dine-in · Takeaway,+60 3-7987 3004,"7 - 1 - 1, Jalan 3/109f, Taman Danau Desa, 58100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",#,[],[]
